timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-07-21T00:00:00.000Z";"2025-07-27T23:59:59.999Z";"2025-07-22T23:20:00.000Z";"2025-07-25T07:57:00.000Z";"2781";117306.4669821287;120269.9664728629;114759.8232269854;119448.4903295397;496322967465.52;2377006745709.88;"2025-07-27T23:59:59.999Z"
"2025-07-14T00:00:00.000Z";"2025-07-20T23:59:59.999Z";"2025-07-14T07:40:00.000Z";"2025-07-15T14:58:00.000Z";"2781";119115.7875096413;123091.612801368;115765.6867265961;117300.7857402877;607619761231.41;2333823422030.29;"2025-07-20T23:59:59.999Z"
"2025-07-07T00:00:00.000Z";"2025-07-13T23:59:59.999Z";"2025-07-13T19:33:00.000Z";"2025-07-08T02:19:00.000Z";"2781";109235.3279895239;119449.5719060133;107499.5564675773;119116.1175492467;425010937713.24;2369444812889.26;"2025-07-13T23:59:59.999Z"
"2025-06-30T00:00:00.000Z";"2025-07-06T23:59:59.999Z";"2025-07-03T13:58:00.000Z";"2025-07-02T01:18:00.000Z";"2781";108383.4411795601;110541.4615672827;105157.39559599;109232.0697345571;302896897482.11;2172541130547.62;"2025-07-06T23:59:59.999Z"
"2025-06-23T00:00:00.000Z";"2025-06-29T23:59:59.999Z";"2025-06-29T12:01:00.000Z";"2025-06-23T16:38:00.000Z";"2781";100987.4731095285;108526.3070408953;99705.747002114;108385.5700884473;320503132420.99;2155239518940.18;"2025-06-29T23:59:59.999Z"
"2025-06-16T00:00:00.000Z";"2025-06-22T23:59:59.999Z";"2025-06-16T19:28:00.000Z";"2025-06-22T20:19:00.000Z";"2781";105555.5929058888;108915.3756027871;98286.2059304254;100987.1395190547;345832029967.52;2007868285979.24;"2025-06-22T23:59:59.999Z"
"2025-06-09T00:00:00.000Z";"2025-06-15T23:59:59.999Z";"2025-06-09T21:31:00.000Z";"2025-06-13T01:12:00.000Z";"2781";105793.0211746812;110561.4198181253;102822.0258041497;105552.026954677;360592444301.23;2098234075783.26;"2025-06-15T23:59:59.999Z"
"2025-06-02T00:00:00.000Z";"2025-06-08T23:59:59.999Z";"2025-06-03T15:32:00.000Z";"2025-06-05T20:57:00.000Z";"2781";105649.8096322775;106813.5790312666;100436.8859125027;105793.6502275275;317888289963.13;2102766527055.86;"2025-06-08T23:59:59.999Z"
"2025-05-26T00:00:00.000Z";"2025-06-01T23:59:59.999Z";"2025-05-27T13:21:00.000Z";"2025-05-31T03:09:00.000Z";"2781";109023.7783282035;110744.2078440242;103136.1134508832;105652.0985625249;342628955292.35;2099597472488.37;"2025-06-01T23:59:59.999Z"
"2025-05-19T00:00:00.000Z";"2025-05-25T23:59:59.999Z";"2025-05-22T17:35:00.000Z";"2025-05-19T06:40:00.000Z";"2781";106430.5327027544;111970.1681100799;102112.6854600726;109035.3870327308;407490594865.15;2166289174480.45;"2025-05-25T23:59:59.999Z"
"2025-05-12T00:00:00.000Z";"2025-05-18T23:59:59.999Z";"2025-05-18T23:59:00.000Z";"2025-05-12T18:51:00.000Z";"2781";104106.9627066245;106597.1681343974;100814.4025733277;106446.0105544264;344395798974.69;2114273396994.7;"2025-05-18T23:59:59.999Z"
"2025-05-05T00:00:00.000Z";"2025-05-11T23:59:59.999Z";"2025-05-10T23:26:00.000Z";"2025-05-06T13:55:00.000Z";"2781";94319.5628677338;104961.7643910694;93399.8589076862;104106.3555262647;346007588371.45;2067926988011.64;"2025-05-11T23:59:59.999Z"
"2025-04-28T00:00:00.000Z";"2025-05-04T23:59:59.999Z";"2025-05-02T15:02:00.000Z";"2025-04-28T01:56:00.000Z";"2781";93755.3036053418;97905.9008135535;92860.808221058;94315.9748890489;179785916926.09;1873204156311.45;"2025-05-04T23:59:59.999Z"
"2025-04-21T00:00:00.000Z";"2025-04-27T23:59:59.999Z";"2025-04-25T14:57:00.000Z";"2025-04-21T00:05:00.000Z";"2781";85171.5427512029;95768.3924669559;85143.8377085489;93754.846738124;247116398033.02;1861696344787.47;"2025-04-27T23:59:59.999Z"
"2025-04-14T00:00:00.000Z";"2025-04-20T23:59:59.999Z";"2025-04-15T13:53:00.000Z";"2025-04-16T01:01:00.000Z";"2781";83694.5232732834;86429.3484786375;83100.617930143;85174.3016291611;155677486406.33;1690999727673.35;"2025-04-20T23:59:59.999Z"
"2025-04-07T00:00:00.000Z";"2025-04-13T23:59:59.999Z";"2025-04-13T01:32:00.000Z";"2025-04-07T07:05:00.000Z";"2781";78221.3331336497;86015.1858492691;74436.6791009452;83684.9790281051;363220466107.27;1661414206575.85;"2025-04-13T23:59:59.999Z"
"2025-03-31T00:00:00.000Z";"2025-04-06T23:59:59.999Z";"2025-04-02T20:18:00.000Z";"2025-04-06T23:22:00.000Z";"2781";82336.0593457524;88466.9569585923;77097.7409017465;78214.4808171041;237449686689.73;1552514022964.74;"2025-04-06T23:59:59.999Z"
"2025-03-24T00:00:00.000Z";"2025-03-30T23:59:59.999Z";"2025-03-24T14:22:00.000Z";"2025-03-30T22:10:00.000Z";"2781";86070.9281111585;88758.7296368342;81573.2470657633;82334.5226969202;181637739546.92;1633897839688.31;"2025-03-30T23:59:59.999Z"
"2025-03-17T00:00:00.000Z";"2025-03-23T23:59:59.999Z";"2025-03-20T00:11:00.000Z";"2025-03-18T13:59:00.000Z";"2781";82576.3342781945;87443.2677695942;81179.9901632846;86054.3718630108;154637791296.6;1707315972975.48;"2025-03-23T23:59:59.999Z"
"2025-03-10T00:00:00.000Z";"2025-03-16T23:59:59.999Z";"2025-03-14T15:43:00.000Z";"2025-03-11T00:52:00.000Z";"2781";80597.1497836398;85263.2898568471;76624.2524898268;82579.6908921864;299802072285.57;1638135611739.34;"2025-03-16T23:59:59.999Z"
"2025-03-03T00:00:00.000Z";"2025-03-09T23:59:59.999Z";"2025-03-03T00:02:00.000Z";"2025-03-09T23:08:00.000Z";"2781";94248.4214971805;94429.7478237328;80052.4869785059;80601.0413114199;351467410240.01;1598204838668.61;"2025-03-09T23:59:59.999Z"
"2025-02-24T00:00:00.000Z";"2025-03-02T23:59:59.999Z";"2025-02-24T00:12:00.000Z";"2025-02-28T08:47:00.000Z";"2781";96277.9637903407;96503.4544271125;78248.9161015268;94248.3505251674;545971941333.43;1869318230178.38;"2025-03-02T23:59:59.999Z"
"2025-02-17T00:00:00.000Z";"2025-02-23T23:59:59.999Z";"2025-02-21T13:48:00.000Z";"2025-02-18T19:14:00.000Z";"2781";96179.0045652885;99497.9667673705;93388.8322011121;96273.9197465574;210283176726.84;1909022572746.19;"2025-02-23T23:59:59.999Z"
"2025-02-10T00:00:00.000Z";"2025-02-16T23:59:59.999Z";"2025-02-14T17:58:00.000Z";"2025-02-12T13:42:00.000Z";"2781";96499.4620926385;98819.468963167;94101.2033270052;96175.0320402609;270416443404.78;1906779638967.32;"2025-02-16T23:59:59.999Z"
"2025-02-03T00:00:00.000Z";"2025-02-09T23:59:59.999Z";"2025-02-03T22:10:00.000Z";"2025-02-03T02:09:00.000Z";"2781";97681.1032562505;102514.1746801738;91242.8926025841;96500.0947902698;388753129799;1912827391516.37;"2025-02-09T23:59:59.999Z"
"2025-01-27T00:00:00.000Z";"2025-02-02T23:59:59.999Z";"2025-01-30T15:13:00.000Z";"2025-02-02T22:42:00.000Z";"2781";102680.3035909706;106418.7666945693;96216.0778118839;97688.9793048889;409298299816.49;1935746524005.4;"2025-02-02T23:59:59.999Z"
"2025-01-20T00:00:00.000Z";"2025-01-26T23:59:59.999Z";"2025-01-20T06:56:00.000Z";"2025-01-20T00:42:00.000Z";"2781";101083.753465156;109114.8848340883;99471.3589402134;102682.4970331773;471816874720.2;2034705019960.93;"2025-01-26T23:59:59.999Z"
"2025-01-13T00:00:00.000Z";"2025-01-19T23:59:59.999Z";"2025-01-19T21:00:00.000Z";"2025-01-13T14:37:00.000Z";"2781";94488.8921736814;106299.7985288669;89260.1001886086;101089.6064983213;509671909078.26;2002715800503.2;"2025-01-19T23:59:59.999Z"
"2025-01-06T00:00:00.000Z";"2025-01-12T23:59:59.999Z";"2025-01-07T00:37:00.000Z";"2025-01-09T20:23:00.000Z";"2781";98314.9569580597;102712.4856972717;91220.8422602806;94488.4410616268;422629403522.46;1871766465336.38;"2025-01-12T23:59:59.999Z"
"2024-12-30T00:00:00.000Z";"2025-01-05T23:59:59.999Z";"2025-01-03T19:22:00.000Z";"2024-12-30T15:11:00.000Z";"2781";93527.1974974745;98956.9170426074;91317.1354600511;98314.9594436372;294831382340.72;1947189546143.58;"2025-01-05T23:59:59.999Z"
"2024-12-23T00:00:00.000Z";"2024-12-29T23:59:59.999Z";"2024-12-26T00:11:00.000Z";"2024-12-23T20:17:00.000Z";"2781";95099.3919548289;99884.57216657;92403.1313832204;93530.2284378695;346327568984.98;1852119372624.09;"2024-12-29T23:59:59.999Z"
"2024-12-16T00:00:00.000Z";"2024-12-22T23:59:59.999Z";"2024-12-17T14:59:00.000Z";"2024-12-20T12:18:00.000Z";"2781";104293.5764606967;108268.4470804361;92175.1804504625;95104.9343710597;742331818762.3;1882953315399.26;"2024-12-22T23:59:59.999Z"
"2024-12-09T00:00:00.000Z";"2024-12-15T23:59:59.999Z";"2024-12-15T23:28:00.000Z";"2024-12-10T18:13:00.000Z";"2781";101237.0615213342;105047.5418842031;94321.25879199;104298.6957979219;593503266057.49;2065144333081.26;"2024-12-15T23:59:59.999Z"
"2024-12-02T00:00:00.000Z";"2024-12-08T23:59:59.999Z";"2024-12-05T03:09:00.000Z";"2024-12-05T22:29:00.000Z";"2781";97276.0101170567;103900.4721472336;91998.781701436;101236.0131403532;549005393437.97;2003538950158.15;"2024-12-08T23:59:59.999Z"
"2024-11-25T00:00:00.000Z";"2024-12-01T23:59:59.999Z";"2024-11-25T09:23:00.000Z";"2024-11-26T20:40:00.000Z";"2781";98033.4427003163;98935.0318069042;90770.8150406524;97279.7929223558;471413056943.92;1924784957143.68;"2024-12-01T23:59:59.999Z"
"2024-11-18T00:00:00.000Z";"2024-11-24T23:59:59.999Z";"2024-11-22T19:38:00.000Z";"2024-11-18T14:00:00.000Z";"2781";89843.7154789328;99655.5010786335;89393.5905739655;98013.8209078789;608437036819.55;1937919789263.12;"2024-11-24T23:59:59.999Z"
"2024-11-11T00:00:00.000Z";"2024-11-17T23:59:59.999Z";"2024-11-13T16:16:00.000Z";"2024-11-11T00:13:00.000Z";"2781";80471.4131920498;93434.3553403447;80283.2476219227;89845.8512088281;631742325165.45;1777526304284.46;"2024-11-17T23:59:59.999Z"
"2024-11-04T00:00:00.000Z";"2024-11-10T23:59:59.999Z";"2024-11-10T22:23:00.000Z";"2024-11-04T21:55:00.000Z";"2781";68742.1346678016;81474.4238878783;66803.649995796;80474.185602194;436048950363.17;1591750610705.99;"2024-11-10T23:59:59.999Z"
"2024-10-28T00:00:00.000Z";"2024-11-03T23:59:59.999Z";"2024-10-29T19:12:00.000Z";"2024-11-03T15:40:00.000Z";"2781";67922.6742726804;73577.2096582116;67482.5254366951;68741.1154919735;320458852735.48;1359535744745.29;"2024-11-03T23:59:59.999Z"
"2024-10-21T00:00:00.000Z";"2024-10-27T23:59:59.999Z";"2024-10-21T00:32:00.000Z";"2024-10-23T18:21:00.000Z";"2781";69002.0001468977;69462.7367822244;65188.0352924195;67929.298795622;210764883686.53;1343230761707.59;"2024-10-27T23:59:59.999Z"
"2024-10-14T00:00:00.000Z";"2024-10-20T23:59:59.999Z";"2024-10-20T22:53:00.000Z";"2024-10-14T00:53:00.000Z";"2781";62848.3994880925;69359.0070607416;62442.1539998429;69001.7066212849;233833427419.27;1364212669154.26;"2024-10-20T23:59:59.999Z"
"2024-10-07T00:00:00.000Z";"2024-10-13T23:59:59.999Z";"2024-10-07T14:25:00.000Z";"2024-10-10T18:27:00.000Z";"2781";62819.1093330048;64443.7064117964;58895.2078078197;62851.3749169602;202504726756.79;1242341595990.99;"2024-10-13T23:59:59.999Z"
"2024-09-30T00:00:00.000Z";"2024-10-06T23:59:59.999Z";"2024-09-30T00:00:00.000Z";"2024-10-03T13:19:00.000Z";"2781";65634.6601298628;65635.052877058;59878.8034256844;62818.9544761374;221870167579.39;1241559389621.88;"2024-10-06T23:59:59.999Z"
"2024-09-23T00:00:00.000Z";"2024-09-29T23:59:59.999Z";"2024-09-27T14:39:00.000Z";"2024-09-23T00:17:00.000Z";"2781";63643.1020803622;66480.6947101072;62628.0786641199;65635.3081461486;185380794223.05;1296984728119.06;"2024-09-29T23:59:59.999Z"
"2024-09-16T00:00:00.000Z";"2024-09-22T23:59:59.999Z";"2024-09-20T04:10:00.000Z";"2024-09-16T17:13:00.000Z";"2781";59185.22685956;64119.530359621;57501.3391727673;63648.7098902519;223578476938.45;1257434508161.25;"2024-09-22T23:59:59.999Z"
"2024-09-09T00:00:00.000Z";"2024-09-15T23:59:59.999Z";"2024-09-14T00:19:00.000Z";"2024-09-09T05:55:00.000Z";"2781";54851.8873519906;60656.7211280316;54598.4337284331;59182.8353338828;238449454690.75;1169182849928.94;"2024-09-15T23:59:59.999Z"
"2024-09-02T00:00:00.000Z";"2024-09-08T23:59:59.999Z";"2024-09-03T02:16:00.000Z";"2024-09-06T21:01:00.000Z";"2781";57326.967287785;59815.056946191;52598.6996623841;54841.5663542288;226114330694.72;1083415774482.94;"2024-09-08T23:59:59.999Z"
"2024-08-26T00:00:00.000Z";"2024-09-01T23:59:59.999Z";"2024-08-26T00:08:00.000Z";"2024-09-01T23:19:00.000Z";"2781";64342.2254421225;64489.7063803201;57217.8238628753;57325.4876891906;208589155271.33;1132107052433.14;"2024-09-01T23:59:59.999Z"
"2024-08-19T00:00:00.000Z";"2024-08-25T23:59:59.999Z";"2024-08-25T23:29:00.000Z";"2024-08-19T10:06:00.000Z";"2781";58480.7127277463;64996.4201037902;57864.7095096926;64333.5441834656;200670274120.26;1270273035259.48;"2024-08-25T23:59:59.999Z"
"2024-08-12T00:00:00.000Z";"2024-08-18T23:59:59.999Z";"2024-08-14T12:31:00.000Z";"2024-08-15T20:57:00.000Z";"2781";58719.3952192515;61687.756592205;56161.5928697264;58483.9649819015;193731393138.94;1154518920582.08;"2024-08-18T23:59:59.999Z"
"2024-08-05T00:00:00.000Z";"2024-08-11T23:59:59.999Z";"2024-08-08T23:01:00.000Z";"2024-08-05T06:25:00.000Z";"2781";58110.2984557763;62673.7639765565;49121.2373775943;58719.483169327;350584287762.92;1159042118919.04;"2024-08-11T23:59:59.999Z"
"2024-07-29T00:00:00.000Z";"2024-08-04T23:59:59.999Z";"2024-07-29T13:07:00.000Z";"2024-08-04T17:45:00.000Z";"2781";68259.0549329203;69987.5422080099;57210.8033286504;58116.9769610403;251002338760.54;1146844860380.54;"2024-08-04T23:59:59.999Z"
"2024-07-22T00:00:00.000Z";"2024-07-28T23:59:59.999Z";"2024-07-27T14:05:00.000Z";"2024-07-25T14:14:00.000Z";"2781";68152.9761329417;69398.5113084796;63473.4732846473;68255.8657690205;227265184991.35;1346858598263.74;"2024-07-28T23:59:59.999Z"
"2024-07-15T00:00:00.000Z";"2024-07-21T23:59:59.999Z";"2024-07-21T22:05:00.000Z";"2024-07-15T00:15:00.000Z";"2781";60815.4578978154;68372.9051655897;60704.9291986666;68154.522905866;222161876178.07;1344591292880.38;"2024-07-21T23:59:59.999Z"
"2024-07-08T00:00:00.000Z";"2024-07-14T23:59:59.999Z";"2024-07-14T22:00:00.000Z";"2024-07-08T01:23:00.000Z";"2781";55849.5737694153;61329.5291439691;54321.0190639668;60787.7923701369;187407019961.57;1198755021571.63;"2024-07-14T23:59:59.999Z"
"2024-07-01T00:00:00.000Z";"2024-07-07T23:59:59.999Z";"2024-07-01T18:21:00.000Z";"2024-07-05T04:20:00.000Z";"2781";62673.6063386528;63777.227541783;53717.3754334207;55849.1106386094;213107531442.73;1101324021018.89;"2024-07-07T23:59:59.999Z"
"2024-06-24T00:00:00.000Z";"2024-06-30T23:59:59.999Z";"2024-06-24T01:59:00.000Z";"2024-06-24T20:31:00.000Z";"2781";63173.3527128475;63292.5271566001;58601.7000722967;62678.292079457;195982960749.43;1235944779945.39;"2024-06-30T23:59:59.999Z"
"2024-06-17T00:00:00.000Z";"2024-06-23T23:59:59.999Z";"2024-06-17T18:35:00.000Z";"2024-06-21T23:42:59.000Z";"2781";66636.5154989442;67188.3174738561;62785.5293236621;63180.7982064002;163449015388.04;1245656822237.84;"2024-06-23T23:59:59.999Z"
"2024-06-10T00:00:00.000Z";"2024-06-16T23:59:59.999Z";"2024-06-10T15:55:00.000Z";"2024-06-14T17:06:00.000Z";"2781";69644.3127359651;70146.068326324;65056.8930142447;66639.0465356994;175973271621.27;1313672583954.16;"2024-06-16T23:59:59.999Z"
"2024-06-03T00:00:00.000Z";"2024-06-09T23:59:59.999Z";"2024-06-07T12:17:00.000Z";"2024-06-03T00:39:00.000Z";"2781";67753.8954139676;71907.8489829092;67589.8364154256;69647.9930028748;187569500742.38;1372773642949.49;"2024-06-09T23:59:59.999Z"
"2024-05-27T00:00:00.000Z";"2024-06-02T23:59:59.999Z";"2024-05-27T16:20:00.000Z";"2024-05-31T16:20:00.000Z";"2781";68512.1802655161;70597.8795113327;66633.4183418303;67751.6025754618;170949409909.92;1335227914032.14;"2024-06-02T23:59:59.999Z"
"2024-05-20T00:00:00.000Z";"2024-05-26T23:59:59.999Z";"2024-05-21T00:20:00.000Z";"2024-05-20T01:34:00.000Z";"2781";66278.7446711611;71946.462688481;66086.1741180514;68518.089965076;225779718034.34;1349968658779.99;"2024-05-26T23:59:59.999Z"
"2024-05-13T00:00:00.000Z";"2024-05-19T23:59:59.999Z";"2024-05-19T10:38:00.000Z";"2024-05-13T03:22:00.000Z";"2781";61451.2185129853;67694.2987797957;60769.8406689419;66278.3700820502;191456349027.25;1305732230286.08;"2024-05-19T23:59:59.999Z"
"2024-05-06T00:00:00.000Z";"2024-05-12T23:59:59.999Z";"2024-05-06T08:46:00.000Z";"2024-05-10T17:52:00.000Z";"2781";64038.3135554184;65494.9017248;60208.7815474421;61448.3946717975;161617857128.39;1210435745366.84;"2024-05-12T23:59:59.999Z"
"2024-04-29T00:00:00.000Z";"2024-05-05T23:59:59.999Z";"2024-04-30T00:57:00.000Z";"2024-05-01T08:24:00.000Z";"2781";63106.3642006694;64703.332363219;56555.2940546252;64031.1328085695;217717011806.09;1261203911121.78;"2024-05-05T23:59:59.999Z"
"2024-04-22T00:00:00.000Z";"2024-04-28T23:59:59.999Z";"2024-04-22T23:13:00.000Z";"2024-04-27T01:19:00.000Z";"2781";64935.6331696056;67233.9570363906;62424.7206816789;63113.2316825626;176031088174.54;1242661116273.87;"2024-04-28T23:59:59.999Z"
"2024-04-15T00:00:00.000Z";"2024-04-21T23:59:59.999Z";"2024-04-15T09:23:00.000Z";"2024-04-19T02:31:00.000Z";"2781";65739.6445392053;66878.6469049673;59651.3902645616;64926.643211728;257889555863.56;1278296008665.19;"2024-04-21T23:59:59.999Z"
"2024-04-08T00:00:00.000Z";"2024-04-14T23:59:59.999Z";"2024-04-08T12:13:00.000Z";"2024-04-13T20:10:00.000Z";"2781";69362.5540045166;72715.3596085505;60919.10616167;65738.723886878;288243675431.56;1293922154520.65;"2024-04-14T23:59:59.999Z"
"2024-04-01T00:00:00.000Z";"2024-04-07T23:59:59.999Z";"2024-04-01T00:00:00.000Z";"2024-04-03T00:39:00.000Z";"2781";71333.4847168797;71342.0914544441;64559.8999476563;69362.5512776015;229427260104.16;1364795785582.02;"2024-04-07T23:59:59.999Z"
"2024-03-25T00:00:00.000Z";"2024-03-31T23:59:59.999Z";"2024-03-27T13:31:00.000Z";"2024-03-25T02:18:00.000Z";"2781";67234.0975756782;71727.6837626186;66414.8322302473;71333.6479258644;216324625835.62;1403108244335.61;"2024-03-31T23:59:59.999Z"
"2024-03-18T00:00:00.000Z";"2024-03-24T23:59:59.999Z";"2024-03-18T05:37:00.000Z";"2024-03-20T05:34:00.000Z";"2781";68371.3072649579;68897.1344141915;60807.785959948;67234.1723529876;328097121682.69;1322058484488.52;"2024-03-24T23:59:59.999Z"
"2024-03-11T00:00:00.000Z";"2024-03-17T23:59:59.999Z";"2024-03-14T07:07:00.000Z";"2024-03-17T07:23:00.000Z";"2781";69020.5497746578;73750.07385038;64545.3181028634;68390.6228032209;405957750577.11;1343978205472.65;"2024-03-17T23:59:59.999Z"
"2024-03-04T00:00:00.000Z";"2024-03-10T23:59:59.999Z";"2024-03-08T15:32:00.000Z";"2024-03-05T19:58:00.000Z";"2781";63137.0046815427;70083.0516244158;59323.9089421326;69019.7863638058;405709693297.48;1356284493147.36;"2024-03-10T23:59:59.999Z"
"2024-02-26T00:00:00.000Z";"2024-03-03T23:59:59.999Z";"2024-02-28T17:16:00.000Z";"2024-02-26T09:58:00.000Z";"2781";51730.5397930603;63913.1318135774;50931.0316078668;63167.3703575333;322895666088.51;1240856664934.87;"2024-03-03T23:59:59.999Z"
"2024-02-19T00:00:00.000Z";"2024-02-25T23:59:59.999Z";"2024-02-20T13:46:00.000Z";"2024-02-23T23:18:00.000Z";"2781";52134.8122142975;52945.0525658512;50561.7758617907;51733.2366017007;160769145625.15;1015926591604.23;"2024-02-25T23:59:59.999Z"
"2024-02-12T00:00:00.000Z";"2024-02-18T23:59:59.999Z";"2024-02-15T14:52:00.000Z";"2024-02-12T10:08:00.000Z";"2781";48296.3851963696;52820.0669345775;47745.760261073;52122.5454555893;213560041469.69;1023243073518.32;"2024-02-18T23:59:59.999Z"
"2024-02-05T00:00:00.000Z";"2024-02-11T23:59:59.999Z";"2024-02-11T04:01:00.000Z";"2024-02-05T01:14:00.000Z";"2781";42577.6229811484;48535.9359097846;42264.8172969015;48293.916750573;157826395447.78;947774152969.59;"2024-02-11T23:59:59.999Z"
"2024-01-29T00:00:00.000Z";"2024-02-04T23:59:59.999Z";"2024-01-30T12:24:00.000Z";"2024-01-29T14:52:00.000Z";"2781";42030.9153796232;43838.9468441061;41818.3310863757;42583.5829201294;135184187434.21;835421763160.27;"2024-02-04T23:59:59.999Z"
